Name,X,Y,Label
Powder Springs Road,33.859202833333335,-84.6701805,11
Powder Springs Road,33.8590918,-84.6706031,11
Bolton Road,33.82127826,-84.45534075999998,11
Bolton Road,33.82129235,-84.4559515,11
Buckland Way Southeast,33.82111705,-84.507776825,11
Linworth Boulevard,33.849535583333335,-84.61362383333334,11
Oakdale Road Southeast,33.833431826923075,-84.49179924999999,11
Hill Road,33.84080196153846,-84.71987534423076,11
Joe Jerkins Boulevard,33.816016876315786,-84.6401411868421,11
Hicks Road,33.84126648888889,-84.57822174444443,11
Parrot Avenue Northwest,33.80883887586207,-84.48367481724138,11
Mulkey Way Southwest,33.8590263,-84.606369,11
Green Valley Road Southwest,33.83798816428571,-84.5832676,11
Piston Junction Southwest,33.840017238461535,-84.57996022307692,11
Electric Avenue Southwest,33.83981493877551,-84.58050454081634,11
Conductor Way Southwest,33.83805768,-84.58155257333334,11
Floyd Road Southwest,33.8410744,-84.57904453333333,11
West Atlanta Road Southeast,33.84674703636364,-84.49307787272728,11
Pizza Hut,33.811573525,-84.476125925,0
Family Dollar,33.81047702,-84.47571586,9
Waffle House,33.8107402,-84.4754102,0
The Cenacle Coffee & Bistro,33.8110974,-84.6367559,0
Sabores,33.812830675,-84.560817425,0
River View Memorial Garden,33.819938283333336,-84.48192071666666,9
Marietta Street,33.85896959166667,-84.67764369583334,11
Maner Terrace Southeast,33.82732623939394,-84.48419291515151,11
Dough in the Box Donuts,33.81236011666667,-84.63535926666667,0
"JEB's Western, Work, and Outdoor Wear",33.812300560000004,-84.63542456,19
Gents & Lads Barber Shop Parlor,33.81249761428572,-84.63486815714285,9
Maner Road Southeast,33.82884622499999,-84.48033855357144,11
Maner Road Southeast,33.8260703,-84.48236875,11
2082 Marietta Road,33.8110304,-84.45489353333333,11
Austell Road,33.8451807,-84.60926624999999,11
Roberta Circle,33.83684955714286,-84.61007675714286,11
Austell Road,33.841307959999995,-84.61035863999999,11
Walton Lane,33.85744385,-84.523683625,11
South Cobb Drive,33.830910700000004,-84.49264465,11
South Cobb Drive,33.8310813,-84.4926794,11
Oakdale Road Southeast,33.830664999999996,-84.49244313333334,11
Oakdale Road Southeast,33.83091506666667,-84.49218703333334,11
Dunkin' Donuts,33.830765799999995,-84.49320809999999,0
Wendy's,33.829976475,-84.4931434125,0
Taco Bell,33.829478425000005,-84.49173909999999,0
Commons Place Northwest,33.807453599999995,-84.46584106,11
Highlands Parkway Southeast,33.828692450000005,-84.49231259999999,11
Highlands Parkway Southeast,33.8285827,-84.49272765,11
Highlands Parkway Southeast,33.828137749999996,-84.49506345,11
Highlands Parkway Southeast,33.8282458,-84.4940025,11
Highlands Parkway Southeast,33.828403449999996,-84.49340190000001,11
Highlands Parkway Southeast,33.8283481,-84.49423645,11
Highlands Parkway Southeast,33.82849565,-84.49366045,11
Highlands Parkway Southeast,33.836099923076915,-84.51891123076923,11
Colt Ridge Circle,33.80809525,-84.5109736,11
Marietta Branch Line,33.84050837272727,-84.68878057272728,9
Chattahoochee River Trail,33.824751425,-84.45710769375,11
Barnett Drive Northwest,33.82120332142858,-84.45950635,11
Hospital Drive South,33.85581985,-84.60102674999999,11
Hospital Drive South,33.85583725,-84.6011537,11
Hospital Drive South,33.85541391818181,-84.60035248181816,11
Mary Lane SouthWest,33.81482036666667,-84.6604087,11
Billow Way Southwest,33.839204458333334,-84.58281868333334,11
Electric Avenue Southwest,33.84036529000001,-84.579085005,11
Ironhorse Lane Southwest,33.839710064,-84.58021790000001,11
Journey Road,33.841106466666666,-84.5794509,11
Meritgage Homes Willowcrest,33.839831975,-84.581082,9
K-9 Coach,33.8358112,-84.4726411857143,9
Chimney Hill Place Southwest,33.83511453333333,-84.62953136666665,11
Buckland Way Southeast,33.82070893333333,-84.50826160000001,11
Dejan Lane Southwest,33.824857225,-84.722919975,11
Pisgah Road,33.807630200000006,-84.57708885,11
Sunset Boulevard,33.807898245454545,-84.57957521818183,11
Doctor Luke Glenn Garrett Junior Memorial Highway,33.824252566666665,-84.64919942857144,11
Doctor Luke Glenn Garrett Junior Memorial Highway,33.821775877777775,-84.65193974444443,11
Doctor Luke Glenn Garrett Junior Memorial Highway,33.82307642,-84.65105922000001,11
Doctor Luke Glenn Garrett Junior Memorial Highway,33.82168695384615,-84.65223018461538,11
C H James Parkway,33.819837575,-84.65764102499999,11
C H James Parkway,33.81933602,-84.65714974,11
C H James Parkway,33.818435244444444,-84.65646190000001,11
C H James Parkway,33.81901105,-84.65671745,11
C H James Parkway,33.83806427912088,-84.68009511648353,11
C H James Parkway,33.818367575,-84.6562539,11
C H James Parkway,33.8186824,-84.6564657,11
Country Inn & Suites,33.83062927499999,-84.491698915,13
Memorial Lane,33.828252,-84.68484749999999,11
Old Hiram Lithia Spg Road,33.828219399999995,-84.6854894,11
Floyd Road Southwest,33.83977435,-84.57754645,11
Vernon Drive,33.839956150000006,-84.57775140000001,11
Floyd Road Southwest,33.84008485,-84.57780675000001,11
Floyd Road Southwest,33.839491725,-84.577461925,11
Dollar Tree,33.80797665,-84.53069705,9
Waterleaf Court,33.84903656,-84.68851738999999,11
Norfolk Southern Inman Yard,33.80754901428572,-84.46102562857143,19
Atlanta North District,33.813618825,-84.6318041,20
Atlanta North District,33.81376899999999,-84.63061160000001,20
Atlanta North District,33.83181764166667,-84.55058326111111,20
Atlanta North District,33.83176616486487,-84.55076998783782,20
Atlanta North District,33.809278920000004,-84.48685929000001,20
Atlanta North District,33.809398449999996,-84.48687430909091,20
Cobb General Hospital Heliport,33.85720105,-84.60668625000001,20
Enterprise,33.816857742857145,-84.57539605714285,2
Pine Circle,33.809955099999996,-84.59934729999999,11
Chattahoochee Brick,33.80896093125,-84.490146571875,9
Concord Baptist Cemetery,33.8522911,-84.56274337500001,9
Mossman Forest,33.813037449999996,-84.4672667875,6
North Allen Road Southwest,33.81552545625,-84.54575634374999,11
South Cobb Community Center,33.819525375,-84.5713676,8
Uptown Inn & Suites,33.81938853076924,-84.57306920769231,19
Mill Pond Court Southeast,33.859080033333335,-84.52225966666667,11
Cobb Fire Station 1,33.81287145833333,-84.57167111666665,7
Floyd Road Trailhead,33.846911975000005,-84.58622639999999,6
Floyd Road Trail,33.83575664673913,-84.57827187173912,11
Floyd Road Trail,33.81949666,-84.57634261999999,11
Floyd Road Trail,33.8204852,-84.5761564,11
Mavell Road Trail Head,33.84178037142858,-84.51699587142858,6
Mableton Parkway,33.818181925000005,-84.575965075,11
Mableton Parkway,33.8178094875,-84.57580614999999,11
Veterans Memorial Highway Southwest,33.818439966666666,-84.5758831,11
Veterans Memorial Highway Southwest,33.8184225,-84.5756549,11
Veterans Memorial Highway Southwest,33.81845945,-84.57616865,11
Veterans Memorial Highway Southwest,33.81841506666667,-84.5755551,11
Veterans Memorial Highway Southwest,33.815539644578315,-84.56512423734941,11
Veterans Memorial Highway Southwest,33.81840285,-84.57539779999999,11
Mossridge Drive,33.848323199999996,-84.68842298,11
Church Street Southwest,33.824875125,-84.581818625,11
Church Street Southwest,33.824867266666665,-84.58190976666667,11
Clay Road Southwest,33.82581355,-84.57854814999999,11
Clay Road Southwest,33.82981787027027,-84.59215902567567,11
Mableton Elementary School,33.82451228947368,-84.58400641578947,1
Mable House,33.8270627,-84.57515934999999,9
Mable House Arts Center,33.8259524,-84.575365675,9
Mable House Barnes Amphitheatre,33.827105675000006,-84.57299691666667,6
South Atlanta Road,33.851042799999995,-84.49349315,11
South Atlanta Road,33.849524699999996,-84.4934699,11
South Atlanta Road,33.8502358,-84.49341756666666,11
Wellstar Vinings Health Park,33.847182033333326,-84.48945666666667,4
South Atlanta Road,33.839443200000005,-84.4841726,11
Adams Drive Northwest,33.819724449999995,-84.45486389999999,11
Adams Drive Northwest,33.81967435,-84.45486015,11
First Baptist Church,33.859427525,-84.67983539999999,9
Johnny's BBQ,33.85835743333333,-84.67589276666666,0
Macland Wings,33.85842125,-84.67523685,0
Waffle House,33.85847725,-84.6740123,0
Dairy Queen,33.858542975,-84.671946675,0
McDonald's,33.8584867,-84.67137914999999,0
La Parrilla,33.8592223,-84.6728973,0
Spa Wags,33.8584163,-84.67741372500001,9
Wilkes Finance,33.859188849999995,-84.6761034125,19
Brickyard Way,33.84802375,-84.6855103,11
Brickyard Way,33.848062225,-84.68548965000001,11
Concord Road Trail,33.855636393750004,-84.552787353125,11
Concord Road Trail,33.8525299875,-84.5580220625,11
Concord Road Trail,33.8528903,-84.5575022,11
Powder Springs Road,33.858801400000004,-84.67264569999999,11
Sinaird Street,33.859243375000005,-84.672483575,11
Austell Powder Springs Road,33.858468025,-84.67252365,11
Silver Comet Trail,33.85267867272728,-84.5632149090909,11
Silver Comet Trail,33.85258075,-84.56701975,11
Adams Drive Northwest,33.8193462,-84.45483575,11
Longleaf in Vinings Pool House,33.83809419999999,-84.48577818333334,9
Silver Comet Trail,33.850896909090906,-84.55633563636364,11
Silver Comet Trail,33.85236275,-84.55981714999999,11
RaceTrac,33.84160315,-84.5029069,19
RaceTrac,33.841845475,-84.503069725,2
Del Taco,33.842107075,-84.502173675,0
Krispy Kreme,33.842679537500004,-84.5004075625,0
Zaxby's,33.83060567727272,-84.57638001818181,0
ALDI,33.831818049999995,-84.57665157,19
Advance Auto Parts,33.81886775,-84.5752241,9
RaceTrac,33.82085695,-84.454938375,2
RaceTrac,33.82069420909091,-84.45516606363637,9
Austell Road,33.845833725,-84.60917275,11
Elmwood Drive,33.84629785,-84.60918129999999,11
Austell Road,33.84711038333333,-84.60885954999999,11
Austell Road,33.847943150000006,-84.60850675,11
Austell Road,33.8484827,-84.60815748,11
Anderson Mill Road,33.847317418309856,-84.617691556338,11
Austell Road,33.84915246666666,-84.60761163333332,11
Austell Road,33.850003066666666,-84.60684626666666,11
Austell Road,33.85072556666667,-84.60618706666666,11
Austell Road,33.85123503333334,-84.60572703333332,11
Austell Road,33.8517684,-84.60525595,11
Austell Road,33.85202735,-84.60502845,11
Austell Road,33.85262745,-84.6045011,11
Austell Road,33.8530418,-84.60414060000001,11
Austell Road,33.853633450000004,-84.60364355,11
East-West Connector,33.8551475,-84.59821273333334,11
Austell Road,33.854077149999995,-84.60327595,11
East-West Connector,33.8541587,-84.60330195,11
Austell Road,33.85435995,-84.60302469999999,11
Dollar Tree,33.820295825,-84.45415127499999,19
Lelia Street,33.82802694285714,-84.61401,11
Croston Lane,33.84460706666667,-84.49267456666666,11
Iverson Drive,33.8458287,-84.4925067,11
Benfield Way,33.844905,-84.4927443,11
Harris Street,33.81869239166667,-84.60723985833334,11
Sylvia Street Southwest,33.82000945,-84.60642845000001,11
Plant Atkinson Road,33.827661459999995,-84.4801438,11
Orchard Lake Court Southeast,33.85433545,-84.47121505,11
Fellowship Pool Tennis Court,33.839297075,-84.57209382500001,6
Paradise Shoals Road,33.84537118181818,-84.476027,11
South Cobb Drive,33.85666074285714,-84.51442284999999,11
Salt Springs Place,33.81040577777778,-84.62090566666666,11
Floyd Road Southwest,33.82672843333334,-84.57567423333333,11
Floyd Road Southwest,33.8388144,-84.576935,11
BP,33.82656225,-84.491551625,2
Plant Road,33.8215331,-84.454434,11
Clay Road Southwest,33.8332951,-84.60972050000001,11
Clay Road Southwest,33.83323843333333,-84.61208423333333,11
Clay Road Southwest,33.8332878,-84.6082883,11
Clay Road Southwest,33.8332946,-84.60885354999999,11
Atlanta Terminal Subdivision,33.821764824999995,-84.462924825,20
Atlanta Terminal Subdivision,33.81826685,-84.46311955,20
Atlanta North District,33.84043988,-84.53142098,20
Atlanta North District,33.8404009,-84.53135708333333,20
Jarmac Lead,33.81575720285715,-84.4846758142857,20
East-West Connector,33.85511666666667,-84.59895770000001,11
East-West Connector,33.85493723333334,-84.59948016666668,11
Hospital Drive South,33.8547467,-84.5998373,11
East-West Connector,33.8547357,-84.60004915,11
East-West Connector,33.854546549999995,-84.6006126,11
East-West Connector,33.85443370000001,-84.60096773333333,11
East-West Connector,33.854635599999995,-84.60033965,11
East-West Connector,33.8542400875,-84.60191206249999,11
South Cobb Drive,33.82438795714286,-84.48838205714287,11
Camp Highland Road,33.83956584285715,-84.50733997142856,11
Camp Highland Road,33.8390986,-84.50737774999999,11
Winchester Creek,33.818606764705876,-84.47815470588235,16
Winchester Creek,33.818292,-84.477279,16
Atlanta Terminal Subdivision,33.81196583846154,-84.45913794615385,20
Atlanta Terminal Subdivision,33.832760075,-84.46500775833334,20
East-West Connector,33.847948435,-84.54949608250001,11
Fontaine Road Southeast,33.845482200000006,-84.538622,11
East-West Connector,33.84429760681819,-84.53138442500001,11
Walgreens,33.847402349999996,-84.50441955,9
CVS Pharmacy,33.84852125,-84.505750475,9
Los Bravos Mexican Restaurant,33.84407694,-84.5035407,0
Caleb Crossing,33.843269750000005,-84.691463025,11
Sprouts Farmers Market,33.842181120000006,-84.50111082,19
Jeremiah's Italian Ice,33.84251209999999,-84.49807092500001,0
Cooper Lake Automotive,33.838180400000006,-84.49379373333333,9
Bojangles',33.82639955,-84.49187885,0
Clipper,33.826541150000004,-84.4919793,19
Zaxby's,33.827317875,-84.49058004999999,0
RaceTrac,33.8280437,-84.491084925,9
RaceTrac,33.827730625,-84.4910749,2
Batteries Plus Bulbs,33.855846975,-84.588509575,9
Shoe Dept.,33.8558451,-84.58835669999999,9
Dollar Tree,33.855841475000005,-84.588125375,9
Sally Beauty,33.8558758,-84.58796078,9
J Buffalo Wings,33.8558997,-84.58788992500001,0
Walmart Supercenter,33.85564629285714,-84.58655962142858,9
Starbucks,33.856003433333335,-84.5821152,0
Discount Tire,33.85603527,-84.58302258,9
QuikTrip,33.856380425,-84.59128435,2
Chipotle,33.85554011666667,-84.59925405,0
Rack Room Shoes,33.85326234,-84.60780186,19
Ross,33.85307467,-84.6074727,19
Kohl's,33.85261591,-84.60678863000001,19
Target,33.851509125,-84.60271233333333,9
rue21,33.85221834000001,-84.60140362,9
TJ Maxx,33.85191232000001,-84.60182762,9
PetSmart,33.85135335,-84.60347834999999,9
Party City,33.851045250000006,-84.60420096666667,9
Bealls Outlet,33.85111045,-84.60383304999999,9
NAPA Auto Parts,33.8075195,-84.6370585,9
Bumper Doctor,33.81265333333334,-84.63040383333333,9
Texaco,33.8132645,-84.6315575,2
Burger King,33.812920999999996,-84.63343116666665,0
Leland Methodist Church,33.811544999999995,-84.557011375,10
Captain D's,33.819666,-84.57576825000001,0
St. Francis de Sales Catholic Church,33.82890371538462,-84.57137667692308,9
RaceTrac,33.82484433333333,-84.57675933333333,9
Papa John's,33.81832875,-84.579027,0
Sherwin-Williams,33.81835475,-84.57952449999999,9
Hardee's,33.83623125,-84.57678999999999,0
Lidl,33.836849875,-84.57807962500002,9
McDonald's,33.83561625,-84.5768265,0
Austell Fire station,33.8264635,-84.64629175,7
Exxon,33.827543500000004,-84.61503725,2
Davis Chapel,33.81443567727273,-84.60054576818182,10
Progressive,33.82879125,-84.6144375,9
Dairy Queen,33.81897968333333,-84.58420416666667,0
Dollar Tree,33.834081833333336,-84.61249433333333,9
Grace Tire,33.833592499999995,-84.612079,9
Atlanta West Dermatology,33.85832133333333,-84.59860991666666,4
Panera Bread,33.854396666666666,-84.59886383333334,0
LA Fitness,33.856601166666664,-84.59846466666666,6
Bruster's Ice Cream,33.848670875,-84.60870474999999,0
Floyd Road Baptist Church,33.855209125,-84.589910125,9
Popeyes,33.854490999999996,-84.60644925,0
Taco Bell,33.8586765,-84.600611,0
LongHorn Steakhouse,33.85584314285714,-84.59724721428572,0
Evo Fitness,33.855434,-84.58414350000001,6
Wells Fargo,33.855611624999995,-84.602851375,3
RaceTrac,33.8463835,-84.60958975,2
SunTrust,33.8551732,-84.6006262,3
Chick-fil-A,33.857922,-84.59995633333334,0
McDonald's,33.85558616666667,-84.60151466666667,0
Wendy's,33.859408,-84.598574,0
Wellstar Lab Services,33.857437735714285,-84.60175511428572,4
The Home Depot,33.85831109090908,-84.59042568181818,9
Grease Monkey,33.859360720000005,-84.59991456,9
AT&T,33.85450925,-84.6061995,9
The Dog House,33.855459,-84.60104824999999,9
The Juicy Crab,33.85590975,-84.5956365,0
Walgreens,33.844632999999995,-84.69928525,4
Zaxby's,33.84509,-84.69888424999999,0
Dollar General,33.8436055,-84.698615,9
Kroger,33.84563195,-84.69837135,2
Lakeside Family Life Church,33.833943250000004,-84.62454425000001,9
Cumberland Christian Academy,33.83381920000001,-84.62306600000001,9
KFC,33.859301625,-84.6714265,0
Seven Springs Museum,33.859236124999995,-84.681018,9
Judy's Island,33.8592345,-84.67218175,0
Taco Bell,33.859229,-84.6719155,0
Spirit Life Church,33.854004,-84.696482,9
New Hope Baptist Church,33.851527888888896,-84.69414566666666,9
PPL Pipeline,33.83464754444444,-84.49735730555555,9
PPL Pipeline - Bremen - Doraville,33.834613149999996,-84.49732202222224,9
Colonal Pipeline,33.80765233333333,-84.48630776666666,19
Sweetwater Park,33.83242553103449,-84.62683995517241,6
Circle K,33.828373400000004,-84.613354525,2
Butternut Creek,33.85032570454545,-84.5969770931818,16
Butternut Creek,33.8476305,-84.59611005,16
Burlington Plaza,33.859249866666666,-84.59655853333332,19
Vineyard Beverage,33.82857362,-84.49140122000001,9
Vape Ape,33.8284377,-84.4913891,20
Subway,33.828366975,-84.49137234999999,0
Exxon,33.82893036666667,-84.49159459999998,2
McDonald's,33.82726240000001,-84.49247055000001,0
BP,33.8273239,-84.49211460000001,2
Petco,33.842561075,-84.50487017500001,19
GNC,33.84270486,-84.50496197999999,19
Addington Jewelers,33.8429322,-84.50496278,19
The UPS Store,33.84283756,-84.50498376,8
Publix,33.84346282,-84.5044804,19
Cato,33.843555020000004,-84.50395152,19
Top Nails,33.84365578,-84.50385204,19
Brazilian Wax,33.84364195,-84.503754,19
Great Clips,33.84378685,-84.503424675,19
The Tech Savers,33.84381725,-84.503366075,20
Pizza Hut,33.8436693,-84.50370165,0
China Wok,33.84369455,-84.50365335000001,0
Sally Beauty,33.8437466,-84.50355385,19
Quick Weight Loss,33.8437901,-84.50350098,19
PT Solutions,33.843877225,-84.503422925,4
US Cafe,33.84517976666667,-84.50115113333332,0
Printing Place,33.818432224999995,-84.581809375,9
Edible Endeavours,33.81845584,-84.58173000000001,9
Cash America Pawn,33.818421075,-84.581588125,9
Jesus Power,33.818372600000004,-84.58060640000001,10
Progressive,33.818382075,-84.581040175,9
Restaurant Equipment,33.81835924,-84.58093288,9
Beauty Bar,33.818392225000004,-84.580844525,9
Cato,33.8171495,-84.58065888,19
Ollie's Bargain Outlet,33.81704751666667,-84.58031111666668,19
Planet Fitness,33.817041833333334,-84.57976001666667,6
Dollar Tree,33.817188785714286,-84.57943978571429,19
Little Caesars,33.85847365,-84.674433625,0
Brickyard Way,33.84973029523809,-84.68680215714286,11
Powder Springs Creek,33.83279755454546,-84.6716862,16
Powder Springs Creek,33.830277,-84.67015525,16
Hendricks Elementary School,33.827333440000004,-84.67445471333333,1
Coats and Clark Lake,33.82324204166667,-84.66302520833334,16
Intermodal Logistics Center,33.826729978125,-84.649489178125,19
Reed Road,33.85313873333333,-84.52078245666667,11
Reed Road,33.853978870588236,-84.52642184117649,11
Rhyne Circle,33.857616699999994,-84.517743,11
Rhyne Circle,33.85756944,-84.51776565999998,11
King Springs Road Southeast,33.85048199166666,-84.52002743333334,11
Flint Hill Road,33.858057433333336,-84.64829999999999,11
Floyd Road Southwest,33.82385422666667,-84.57574754,11
Maran Lane Southwest,33.8251753,-84.57593729999999,11
Floyd Road Southwest,33.82582295,-84.5758117625,11
Motel 6,33.823866128571424,-84.48934198571429,9
Monhegan Way Southeast,33.85014588333333,-84.49314646666666,11
St Benedict's Episcopal Church,33.85061575,-84.4940931875,9
Smyrna Eye Group,33.8413228125,-84.50359761249999,4
Orangetheory Fitness,33.84451766666667,-84.49047133333335,6
Atlanta Freethought Hall,33.83684075,-84.48033475,10
LifeStorage,33.82671135714286,-84.48966014285715,9
Dollar Cafe,33.8254615,-84.490874,0
Pebblebrook Church,33.820736874999994,-84.53288,9
Hospital Drive South,33.855917575,-84.6015917,11
Weldon Drive,33.84808125,-84.4989079,11
FedEx Office,33.841991325,-84.505404775,8
Bally Nails,33.841954525,-84.505456775,19
Firehouse Subs,33.841905525,-84.505526025,0
Smallcakes: A Cupcakery,33.841849249999996,-84.50560555,19
Tokyo Sushi,33.841750125,-84.505745625,0
Hotworx,33.841579474999996,-84.50598670000001,6
Carriage Cleaners,33.8416358,-84.50590715,19
Supercuts,33.84217447500001,-84.5013851,19
Nail Care Spa,33.842138725,-84.5014451,19
Luna Maya Mexican Restaurant,33.8420700625,-84.501643925,0
AT&T,33.84276895,-84.50099575,19
Twisted Kitchen,33.842854125,-84.500852775,0
Mattress Firm,33.84298387,-84.50076061,19
Goodness Grocery,33.8441766,-84.4910506,9
Kale Me Crazy,33.844024499999996,-84.490911325,0
Sushinobo in Vinings,33.8440671875,-84.490748175,0
Five Guys,33.843992300000004,-84.49059052857142,0
CamiCakes,33.8439037,-84.4905361,9
The Treehouse Boutique,33.84384245,-84.49053509999999,9
The Joint Chiropractic,33.84376725,-84.490534525,4
Berkshire Hathaway HomeServices,33.84365695,-84.49053365,9
L'Thai Organic Cafe & Wine Bar,33.84341815,-84.490531175,0
Lotus Performing Arts,33.843556975,-84.49053260000001,6
South Atlanta Road,33.844154200000006,-84.48908940000001,11
Austell Road,33.8347244,-84.61159203333334,11
Austell Road,33.8343759,-84.61163715,11
Austell Road,33.834135175,-84.611678875,11
Austell Road,33.833569575,-84.611823175,11
Austell Road,33.83932598148148,-84.61097099999998,11
Austell Road,33.83277101428571,-84.61194987142858,11
Austell Road,33.83459558125,-84.61152181874999,11
Clay Road Southwest,33.83323075,-84.6142617,11
Clay Road Southwest,33.83323335,-84.61313355,11
Clay Road Southwest,33.8332364,-84.6126688,11
Clay Road Southwest,33.8332325,-84.61350063333333,11
Clay Road Southwest,33.833246349999996,-84.61160162499999,11
Clay Road Southwest,33.83327835,-84.61067575,11
Mableton Parkway,33.8174106,-84.57528595,11
Mableton Parkway,33.81770426666667,-84.57561576666666,11
Floyd Road Southwest,33.81996358,-84.57621766,11
Floyd Road Southwest,33.819629175,-84.576271475,11
South Atlanta Road,33.846622575,-84.491805875,11
South Atlanta Road,33.847018500000004,-84.49208870000001,11
South Atlanta Road,33.847586899999996,-84.49249280000001,11
South Atlanta Road,33.848840249999995,-84.4931459,11
South Atlanta Road,33.848943,-84.49318335000001,11
South Atlanta Road,33.844016383333326,-84.48855588333333,11
South Atlanta Road,33.84454036666667,-84.48925056666667,11
South Atlanta Road,33.84507773333333,-84.48997633333333,11
South Atlanta Road,33.84537046666667,-84.49037316666667,11
Atlanta North District,33.817912353333334,-84.49276676,20
Atlanta North District,33.8178823047619,-84.4927413,20
Atlanta North District,33.815339300000005,-84.490525675,20
Atlanta North District,33.81548378,-84.4905651,20
Atlanta North District,33.81935874,-84.58060845,20
Atlanta North District,33.81931521999999,-84.58060148,20
Atlanta North District,33.824745750000005,-84.60650344999999,20
Atlanta North District,33.8247841,-84.60653065,20
Atlanta North District,33.8185896,-84.64992319999999,20
Atlanta North District,33.81882405,-84.65057395,20
Oakdale Road Southeast,33.82421464146341,-84.49696085121951,11
Highlands Parkway Southeast,33.827464400000004,-84.49922588000001,11
Cumberland Parkway Southeast,33.84918512,-84.48718118,11
Cumberland Parkway Southeast,33.84926526666666,-84.48803856666666,11
Gilmore Road Southeast,33.849135450000006,-84.4891013,11
Cumberland Parkway Southeast,33.84923346666667,-84.48875326666666,11
Cumberland Parkway Southeast,33.84916925,-84.489550275,11
Cumberland Parkway Southeast,33.849091,-84.49052775,11
Bridgehaven Drive Southeast,33.849007900000004,-84.49074039999999,11
Cumberland Parkway Southeast,33.84895075,-84.492595,11
Cumberland Parkway Southeast,33.84892663333333,-84.4930586,11
Cumberland Parkway Southeast,33.8489201,-84.493273,11
Cumberland Parkway Southeast,33.84911286666667,-84.49022553333333,11
Mableton Parkway,33.8173484,-84.57526755,11
East-West Connector,33.854020033333335,-84.61033696666665,11
Mesa Valley Way,33.8548575,-84.61408460000001,11
Mesa Valley Way,33.85456283333334,-84.61451570000001,11
South Atlanta Road,33.845674233333334,-84.49112376666666,11
South Atlanta Road,33.8458852,-84.49135025000001,11
South Atlanta Road,33.85019786666667,-84.49349866666667,11
South Cobb Drive,33.826276899999996,-84.49065095,11
South Cobb Drive,33.82609765,-84.49049485,11
South Cobb Drive,33.82618275,-84.4905719,11
South Cobb Drive,33.82646123333333,-84.49080953333332,11
Floyd Road Southwest,33.82182220000001,-84.57560579999999,11
South Atlanta Road,33.84852396666667,-84.49319956666666,11
South Atlanta Road,33.84896825,-84.49339015000001,11
South Atlanta Road,33.8488311,-84.49333175000001,11
Cumberland Parkway Southeast,33.85858091875,-84.4804491875,11
Cumberland Parkway Southeast,33.85716201428571,-84.4806896857143,11
Cumberland Parkway Southeast,33.85709907142857,-84.48061755714286,11
Colonial Pipeline,33.84997963103448,-84.67110919655171,9
Colonial Pipeline,33.85679605,-84.62897244999999,9
Colonial Pipeline,33.8568433,-84.62894234999999,9
Colonial Pipeline,33.8562833,-84.6289544,9
Colonial Pipeline,33.85623125,-84.6289397,9
Colonial Pipeline,33.8561841,-84.6289264,9
Pine Street,33.8454383,-84.49065540000001,11
South Atlanta Road,33.84542746666667,-84.4908289,11
South Atlanta Road,33.8443229,-84.48931423333333,11
South Atlanta Road,33.84457705,-84.4896611,11
South Atlanta Road,33.844469125,-84.48951355,11
Cumberland Parkway Southeast,33.84852966,-84.48484418,11
Beech Haven Trail,33.84866685,-84.4836291,11
Cumberland Parkway Southeast,33.848542442857145,-84.4840760142857,11
Cumberland Parkway Southeast,33.850209166666666,-84.48176703333333,11
Highlands Parkway Southeast,33.827810366666675,-84.4957417,11
Private Driveway,33.84697531111111,-84.52885483333334,11
Colonial Pipeline,33.855913123076924,-84.57089135384614,9
Colonial Pipeline,33.85585418421053,-84.56820774210524,9
Colonial Pipeline,33.83116537666667,-84.55952334666668,9
Colonial Pipeline,33.831207426666666,-84.55948748,9
Colonial Pipeline,33.80765911666666,-84.48633418333334,9
Colonial Pipeline,33.80768255,-84.48633668333333,9
Colonial Pipeline,33.8075714,-84.4851554,9
Colonial Pipeline,33.856079927272724,-84.55382909545455,9
Colonial Pipeline,33.84747609102565,-84.53333714230767,9
Lipson Drive Southwest,33.854378,-84.60837260000001,11
Lipson Drive Southwest,33.85491865,-84.60836624999999,11
Colonial Pipeline (line out of service),33.82673673846154,-84.48867806153847,9
Colonial Pipeline (line out of service),33.812715492857144,-84.48688387142856,9
Glore Road,33.82848299999999,-84.5915202,11
Brookwood Drive Southwest,33.82779151818181,-84.59373235454545,11
King Springs Road Southeast,33.845488312499995,-84.51990075,11
West Atlanta Road Southeast,33.8531418,-84.49364441666667,11
Atlanta Gas & Light,33.84591408529411,-84.48248564411766,9
Atlanta Gas & Light,33.820868205882356,-84.47496865882353,9
James Road,33.812426368749996,-84.5979237375,11
James Road,33.80754885,-84.59801955,11
Brookwood Drive Southwest,33.825220466666664,-84.59370893333333,11
Brookwood Drive Southwest,33.825838149999996,-84.59376975,11
Butternut Creek,33.83209995,-84.59810195,16
Butternut Creek,33.831910949999994,-84.5981204,16
Butternut Creek,33.84744082,-84.5961941,16
Butternut Creek,33.847261599999996,-84.59634445,16
PPL Pipeline,33.81103358421053,-84.50500561052633,9
PPL Pipeline,33.81113191111111,-84.50503500555556,9
Ivy Ridge Drive,33.84432433333333,-84.48568536666667,11
Ivy Ridge Drive,33.84438933333333,-84.48561793333333,11
Ivy Gate Circle,33.8443799,-84.48555735,11
Ivy Ridge Drive,33.8423268,-84.48501516666666,11
East-West Connector,33.85409327777778,-84.60201575555556,11
East-West Connector,33.8544353,-84.60054136666668,11
East-West Connector,33.854790466666664,-84.59952373333334,11
